"id","image","name","displayName","unlock_key","allow_team_color","lockdesc"
"300","PlayerIDNamePlate_375","$NAMEPLATE_H3ODSTVISID",,"eUnlockItemId_NAMEPLATE_H3ODSTVISID",,"$NAMEPLATE_SEASON_LOCK"
"301","PlayerIDNamePlate_376","$NAMEPLATE_MCCPC",,"eUnlockItemId_NAMEPLATE_MCCPC",,"$NAMEPLATE_SEASON_LOCK"
"302","PlayerIDNamePlate_377","$NAMEPLATE_PHALANX",,"eUnlockItemId_NAMEPLATE_PHALANX",,"$NAMEPLATE_GRANTED_LOCK"
"303","PlayerIDNamePlate_380","$NAMEPLATE_CLIPTHAT",,"eUnlockItemId_NAMEPLATE_CLIPTHAT",,"$NAMEPLATE_GRANTED_LOCK"
"304","PlayerIDNamePlate_381","$NAMEPLATE_FIST",,"eUnlockItemId_NAMEPLATE_FIST",,"$NAMEPLATE_GRANTED_LOCK"
"305","PlayerIDNamePlate_382","$NAMEPLATE_AWAKENING",,"eUnlockItemId_NAMEPLATE_AWAKENING",,"$NAMEPLATE_SEASON_LOCK"
"306","PlayerIDNamePlate_383","$NAMEPLATE_ADORNEDMITTS",,"eUnlockItemId_NAMEPLATE_ADORNEDMITTS",,"$NAMEPLATE_SEASON_LOCK"
"307","PlayerIDNamePlate_384","$NAMEPLATE_RUBRICAE",,"eUnlockItemId_NAMEPLATE_RUBRICAE",,"$NAMEPLATE_GRANTED_LOCK"
"308","PlayerIDNamePlate_385","$NAMEPLATE_TILERFILER",,"eUnlockItemId_NAMEPLATE_TILERFILER",,"$NAMEPLATE_SEASON_LOCK"
"309","PlayerIDNamePlate_386","$NAMEPLATE_KUP",,"eUnlockItemId_NAMEPLATE_KUP",,"$NAMEPLATE_SEASON_LOCK"
"310","PlayerIDNamePlate_387","$NAMEPLATE_BATTLEWORN",,"eUnlockItemId_NAMEPLATE_BATTLEWORN",,"$NAMEPLATE_SEASON_LOCK"
"311","PlayerIDNamePlate_388","$NAMEPLATE_OMEN",,"eUnlockItemId_NAMEPLATE_OMEN",,"$NAMEPLATE_SEASON_LOCK"
"312","PlayerIDNamePlate_389","$NAMEPLATE_NIGHTWALK",,"eUnlockItemId_NAMEPLATE_NIGHTWALK",,"$NAMEPLATE_SEASON_LOCK"
"313","PlayerIDNamePlate_390","$NAMEPLATE_CORSAIRS",,"eUnlockItemId_NAMEPLATE_CORSAIRS",,"$NAMEPLATE_SEASON_LOCK"
"314","PlayerIDNamePlate_391","$NAMEPLATE_MAXSAX",,"eUnlockItemId_NAMEPLATE_MAXSAX",,"$NAMEPLATE_SEASON_LOCK"
"315","PlayerIDNamePlate_392","$NAMEPLATE_NEWMOMBASA",,"eUnlockItemId_NAMEPLATE_NEWMOMBASA",,"$NAMEPLATE_SEASON_LOCK"
"316","PlayerIDNamePlate_393","$NAMEPLATE_ODST",,"eUnlockItemId_NAMEPLATE_ODST",,"$NAMEPLATE_SEASON_LOCK"
"317","PlayerIDNamePlate_394","$NAMEPLATE_RIPPLES",,"eUnlockItemId_NAMEPLATE_RIPPLES",,"$NAMEPLATE_SEASON_LOCK"
"318","PlayerIDNamePlate_395","$NAMEPLATE_HELLJUMPERS",,"eUnlockItemId_NAMEPLATE_HELLJUMPERS",,"$NAMEPLATE_SEASON_LOCK"
"319","PlayerIDNamePlate_396","$NAMEPLATE_THELIFE",,"eUnlockItemId_NAMEPLATE_THELIFE",,"$NAMEPLATE_SEASON_LOCK"
"320","PlayerIDNamePlate_397","$NAMEPLATE_CAPTAINKEYS",,"eUnlockItemId_NAMEPLATE_CAPTAINKEYS",,"$NAMEPLATE_SEASON_LOCK"
"321","PlayerIDNamePlate_398","$NAMEPLATE_THEMAW",,"eUnlockItemId_NAMEPLATE_THEMAW",,"$NAMEPLATE_SEASON_LOCK"
"322","PlayerIDNamePlate_399","$NAMEPLATE_M7S",,"eUnlockItemId_NAMEPLATE_M7S",,"$NAMEPLATE_SEASON_LOCK"
"323","PlayerIDNamePlate_400","$NAMEPLATE_BIP",,"eUnlockItemId_NAMEPLATE_BIP",,"$NAMEPLATE_SEASON_LOCK"
"324","PlayerIDNamePlate_401","$NAMEPLATE_SHOCKTROOPS",,"eUnlockItemId_NAMEPLATE_SHOCKTROOPS",,"$NAMEPLATE_SEASON_LOCK"
"325","PlayerIDNamePlate_402","$NAMEPLATE_PIZZATIME",,"eUnlockItemId_NAMEPLATE_PIZZATIME",,"$NAMEPLATE_SEASON_LOCK"
"326","PlayerIDNamePlate_403","$NAMEPLATE_REMEMBERREACH",,"eUnlockItemId_NAMEPLATE_REMEMBERREACH",,"$NAMEPLATE_SEASON_LOCK"
"327","PlayerIDNamePlate_404","$NAMEPLATE_SWIFTANDQUIET",,"eUnlockItemId_NAMEPLATE_SWIFTANDQUIET",,"$NAMEPLATE_SEASON_LOCK"
"328","PlayerIDNamePlate_405","$NAMEPLATE_MAGNUMBLAST",,"eUnlockItemId_NAMEPLATE_MAGNUMBLAST",,"$NAMEPLATE_SEASON_LOCK"
"329","PlayerIDNamePlate_406","$NAMEPLATE_BURSTFIRE",,"eUnlockItemId_NAMEPLATE_BURSTFIRE",,"$NAMEPLATE_GRANTED_LOCK"
"330","PlayerIDNamePlate_407","$NAMEPLATE_LICENSETOKILLTACULAR",,"eUnlockItemId_NAMEPLATE_LICENSETOKILLTACULAR",,"$NAMEPLATE_GRANTED_LOCK"
"331","PlayerIDNamePlate_408","$NAMEPLATE_THEROOKIE",,"eUnlockItemId_NAMEPLATE_THEROOKIE",,"$NAMEPLATE_SEASON_LOCK"
"332","PlayerIDNamePlate_409","$NAMEPLATE_HALFJAW",,"eUnlockItemId_NAMEPLATE_HALFJAW",,"$NAMEPLATE_SEASON_LOCK"
"333","PlayerIDNamePlate_410","$NAMEPLATE_STARRYKNIGHT",,"eUnlockItemId_NAMEPLATE_STARRYKNIGHT",,"$NAMEPLATE_GRANTED_LOCK"
"334","PlayerIDNamePlate_411","$NAMEPLATE_REQUIEM",,"eUnlockItemId_NAMEPLATE_REQUIEM",,"$NAMEPLATE_SEASON_LOCK"
"335","PlayerIDNamePlate_412","$NAMEPLATE_WRECKAGE",,"eUnlockItemId_NAMEPLATE_WRECKAGE",,"$NAMEPLATE_SEASON_LOCK"
"336","PlayerIDNamePlate_413","$NAMEPLATE_DIDACTIC",,"eUnlockItemId_NAMEPLATE_DIDACTIC",,"$NAMEPLATE_SEASON_LOCK"
"337","PlayerIDNamePlate_414","$NAMEPLATE_PARGVOL",,"eUnlockItemId_NAMEPLATE_PARGVOL",,"$NAMEPLATE_SEASON_LOCK"
"338","PlayerIDNamePlate_415","$NAMEPLATE_QUATTRO",,"eUnlockItemId_NAMEPLATE_QUATTRO",,"$NAMEPLATE_SEASON_LOCK"
"339","PlayerIDNamePlate_416","$NAMEPLATE_KNIGHTTERROR",,"eUnlockItemId_NAMEPLATE_KNIGHTTERROR",,"$NAMEPLATE_SEASON_LOCK"
"340","PlayerIDNamePlate_417","$NAMEPLATE_SYNTHESIS",,"eUnlockItemId_NAMEPLATE_SYNTHESIS",,"$NAMEPLATE_SEASON_LOCK"
"341","PlayerIDNamePlate_418","$NAMEPLATE_IBIESHAN",,"eUnlockItemId_NAMEPLATE_IBIESHAN",,"$NAMEPLATE_SEASON_LOCK"
"342","PlayerIDNamePlate_419","$NAMEPLATE_REMNANTS",,"eUnlockItemId_NAMEPLATE_REMNANTS",,"$NAMEPLATE_SEASON_LOCK"
"343","PlayerIDNamePlate_420","$NAMEPLATE_CARAPACE",,"eUnlockItemId_NAMEPLATE_CARAPACE",,"$NAMEPLATE_SEASON_LOCK"
"344","PlayerIDNamePlate_421","$NAMEPLATE_THRESHOLD",,"eUnlockItemId_NAMEPLATE_THRESHOLD",,"$NAMEPLATE_SEASON_LOCK"
"345","PlayerIDNamePlate_422","$NAMEPLATE_AUGMENTED",,"eUnlockItemId_NAMEPLATE_AUGMENTED",,"$NAMEPLATE_SEASON_LOCK"
"346","PlayerIDNamePlate_423","$NAMEPLATE_COMBATSKIN",,"eUnlockItemId_NAMEPLATE_COMBATSKIN",,"$NAMEPLATE_SEASON_LOCK"
"347","PlayerIDNamePlate_424","$NAMEPLATE_OPPORTUNITY",,"eUnlockItemId_NAMEPLATE_OPPORTUNITY",,"$NAMEPLATE_SEASON_LOCK"
"348","PlayerIDNamePlate_425","$NAMEPLATE_INFINITY",,"eUnlockItemId_NAMEPLATE_INFINITY",,"$NAMEPLATE_SEASON_LOCK"
"349","PlayerIDNamePlate_426","$NAMEPLATE_CRYPTUM",,"eUnlockItemId_NAMEPLATE_CRYPTUM",,"$NAMEPLATE_SEASON_LOCK"
"350","PlayerIDNamePlate_427","$NAMEPLATE_SUNDERED",,"eUnlockItemId_NAMEPLATE_SUNDERED",,"$NAMEPLATE_SEASON_LOCK"
"351","PlayerIDNamePlate_428","$NAMEPLATE_SHADOW",,"eUnlockItemId_NAMEPLATE_SHADOW",,"$NAMEPLATE_GRANTED_LOCK"
"352","PlayerIDNamePlate_429","$NAMEPLATE_LIFESHAPER",,"eUnlockItemId_NAMEPLATE_LIFESHAPER",,"$NAMEPLATE_SEASON_LOCK"
"353","PlayerIDNamePlate_430","$NAMEPLATE_HALSEY",,"eUnlockItemId_NAMEPLATE_HALSEY",,"$NAMEPLATE_SEASON_LOCK"
"354","PlayerIDNamePlate_431","$NAMEPLATE_QUICKDRAW",,"eUnlockItemId_NAMEPLATE_QUICKDRAW",,"$NAMEPLATE_GRANTED_LOCK"
"355","PlayerIDNamePlate_432","$NAMEPLATE_ANNIVERSARY",,"eUnlockItemId_NAMEPLATE_ANNIVERSARY",,"$NAMEPLATE_GRANTED_LOCK"
"356","PlayerIDNamePlate_433","$NAMEPLATE_343DAY",,"eUnlockItemId_NAMEPLATE_343DAY",,"$NAMEPLATE_GRANTED_LOCK"
"357","PlayerIDNamePlate_434","$NAMEPLATE_HALODAYS",,"eUnlockItemId_NAMEPLATE_HALODAYS",,"$NAMEPLATE_GRANTED_LOCK"
"358","PlayerIDNamePlate_435","$NAMEPLATE_MOVEMBER",,"eUnlockItemId_NAMEPLATE_MOVEMBER",,"$NAMEPLATE_GRANTED_LOCK"
"359","PlayerIDNamePlate_436","$NAMEPLATE_VETERAN",,"eUnlockItemId_NAMEPLATE_VETERAN",,"$NAMEPLATE_GRANTED_LOCK"
"360","PlayerIDNamePlate_437","$NAMEPLATE_NNAHM",,"eUnlockItemId_NAMEPLATE_NNAHM",,"$NAMEPLATE_GRANTED_LOCK"
"361","PlayerIDNamePlate_438","$NAMEPLATE_INNERCIRCLE",,"eUnlockItemId_NAMEPLATE_INNERCIRCLE",,"$NAMEPLATE_GRANTED_LOCK"
"362","PlayerIDNamePlate_439","$NAMEPLATE_INFINITE",,"eUnlockItemId_NAMEPLATE_INFINITE",,"$NAMEPLATE_GRANTED_LOCK"
"363","PlayerIDNamePlate_440","$NAMEPLATE_TURKEY",,"eUnlockItemId_NAMEPLATE_TURKEY",,"$NAMEPLATE_GRANTED_LOCK"
"364","PlayerIDNamePlate_441","$NAMEPLATE_BULLET",,"eUnlockItemId_NAMEPLATE_BULLET",,"$NAMEPLATE_SEASON_LOCK"
"365","PlayerIDNamePlate_442","$NAMEPLATE_117DAY2020",,"eUnlockItemId_NAMEPLATE_117DAY2020",,"$NAMEPLATE_GRANTED_LOCK"
"366","PlayerIDNamePlate_443","$NAMEPLATE_ESPORTS_LEGENDARY",,"eUnlockItemId_NAMEPLATE_ESPORTS_LEGENDARY",,"$NAMEPLATE_GRANTED_LOCK"
"367","PlayerIDNamePlate_444","$NAMEPLATE_WOMENSHISTORY2020",,"eUnlockItemId_NAMEPLATE_WOMENSHISTORY2020",,"$NAMEPLATE_GRANTED_LOCK"
"368","PlayerIDNamePlate_445","$NAMEPLATE_BLACKHISTORY2020",,"eUnlockItemId_NAMEPLATE_BLACKHISTORY2020",,"$NAMEPLATE_GRANTED_LOCK"
"370","PlayerIDNamePlate_446","$NAMEPLATE_CONTINGENTWINTER",,"eUnlockItemId_NAMEPLATE_CONTINGENTWINTER",,"$NAMEPLATE_SEASON_LOCK"
"369","PlayerIDNamePlate_447","$NAMEPLATE_PANE",,"eUnlockItemId_NAMEPLATE_PANE",,"$NAMEPLATE_SEASON_LOCK"
"371","PlayerIDNamePlate_448","$NAMEPLATE_BLEND",,"eUnlockItemId_NAMEPLATE_BLEND",,"$NAMEPLATE_SEASON_LOCK"
"372","PlayerIDNamePlate_449","$NAMEPLATE_THROUGHTHEWOODS",,"eUnlockItemId_NAMEPLATE_THROUGHTHEWOODS",,"$NAMEPLATE_SEASON_LOCK"
"373","PlayerIDNamePlate_450","$NAMEPLATE_FORGEDINFLAME",,"eUnlockItemId_NAMEPLATE_FORGEDINFLAME",,"$NAMEPLATE_SEASON_LOCK"
"374","PlayerIDNamePlate_451","$NAMEPLATE_LEGENDARYGAZE",,"eUnlockItemId_NAMEPLATE_LEGENDARYGAZE",,"$NAMEPLATE_SEASON_LOCK"
"375","PlayerIDNamePlate_452","$NAMEPLATE_DOMEROAM",,"eUnlockItemId_NAMEPLATE_DOMEROAM",,"$NAMEPLATE_SEASON_LOCK"
"376","PlayerIDNamePlate_453","$NAMEPLATE_CENTRIPETAL",,"eUnlockItemId_NAMEPLATE_CENTRIPETAL",,"$NAMEPLATE_SEASON_LOCK"
"377","PlayerIDNamePlate_454","$NAMEPLATE_RAVENCAMO",,"eUnlockItemId_NAMEPLATE_RAVENCAMO",,"$NAMEPLATE_SEASON_LOCK"
"378","PlayerIDNamePlate_455","$NAMEPLATE_GLINT",,"eUnlockItemId_NAMEPLATE_GLINT",,"$NAMEPLATE_SEASON_LOCK"
"379","PlayerIDNamePlate_456","$NAMEPLATE_RAVEN",,"eUnlockItemId_NAMEPLATE_RAVEN",,"$NAMEPLATE_SEASON_LOCK"
"380","PlayerIDNamePlate_457","$NAMEPLATE_OLDGUARD",,"eUnlockItemId_NAMEPLATE_OLDGUARD",,"$NAMEPLATE_SEASON_LOCK"
"381","PlayerIDNamePlate_458","$NAMEPLATE_NEWGUARD",,"eUnlockItemId_NAMEPLATE_NEWGUARD",,"$NAMEPLATE_SEASON_LOCK"
"382","PlayerIDNamePlate_459","$NAMEPLATE_GRAVES",,"eUnlockItemId_NAMEPLATE_GRAVES",,"$NAMEPLATE_SEASON_LOCK"
"383","PlayerIDNamePlate_460","$NAMEPLATE_HUDSON",,"eUnlockItemId_NAMEPLATE_HUDSON",,"$NAMEPLATE_SEASON_LOCK"
"384","PlayerIDNamePlate_461","$NAMEPLATE_LANG",,"eUnlockItemId_NAMEPLATE_LANG",,"$NAMEPLATE_SEASON_LOCK"
"385","PlayerIDNamePlate_462","$NAMEPLATE_RAMOS",,"eUnlockItemId_NAMEPLATE_RAMOS",,"$NAMEPLATE_SEASON_LOCK"
"386","PlayerIDNamePlate_463","$NAMEPLATE_SPECIALIZED",,"eUnlockItemId_NAMEPLATE_SPECIALIZED",,"$NAMEPLATE_SEASON_LOCK"
"387","PlayerIDNamePlate_464","$NAMEPLATE_ONGUARD",,"eUnlockItemId_NAMEPLATE_ONGUARD",,"$NAMEPLATE_SEASON_LOCK"
"388","PlayerIDNamePlate_465","$NAMEPLATE_UNDERDOG",,"eUnlockItemId_NAMEPLATE_UNDERDOG",,"$NAMEPLATE_SEASON_LOCK"
"389","PlayerIDNamePlate_466","$NAMEPLATE_NEVERMORE",,"eUnlockItemId_NAMEPLATE_NEVERMORE",,"$NAMEPLATE_SEASON_LOCK"
"390","PlayerIDNamePlate_467","$NAMEPLATE_FEARLESS",,"eUnlockItemId_NAMEPLATE_FEARLESS",,"$NAMEPLATE_SEASON_LOCK"
"391","PlayerIDNamePlate_468","$NAMEPLATE_EVERMORE",,"eUnlockItemId_NAMEPLATE_EVERMORE",,"$NAMEPLATE_SEASON_LOCK"
"392","PlayerIDNamePlate_469","$NAMEPLATE_ANVIL2",,"eUnlockItemId_NAMEPLATE_ANVIL2",,"$NAMEPLATE_SEASON_LOCK"
"393","PlayerIDNamePlate_470","$NAMEPLATE_ANVIL1",,"eUnlockItemId_NAMEPLATE_ANVIL1",,"$NAMEPLATE_SEASON_LOCK"
"394","PlayerIDNamePlate_471","$NAMEPLATE_HOGWILD",,"eUnlockItemId_NAMEPLATE_HOGWILD",,"$NAMEPLATE_GRANTED_LOCK"
"395","PlayerIDNamePlate_472","$NAMEPLATE_VISIBLESPECTRUM",,"eUnlockItemId_NAMEPLATE_VISIBLESPECTRUM",,"$NAMEPLATE_GRANTED_LOCK"
"396","PlayerIDNamePlate_473","$NAMEPLATE_SUBZEROSNIPER",,"eUnlockItemId_NAMEPLATE_SUBZEROSNIPER",,"$NAMEPLATE_GRANTED_LOCK"
"397","PlayerIDNamePlate_474","$NAMEPLATE_FROZENRING",,"eUnlockItemId_NAMEPLATE_FROZENRING",,"$NAMEPLATE_GRANTED_LOCK"
"398","PlayerIDNamePlate_475","$NAMEPLATE_MAUSOLEUM",,"eUnlockItemId_NAMEPLATE_MAUSOLEUM",,"$NAMEPLATE_SEASON_LOCK"
"399","PlayerIDNamePlate_476","$NAMEPLATE_PIXEL_FLAIR",,"eUnlockItemId_NAMEPLATE_PIXEL_FLAIR",,"$NAMEPLATE_SEASON_LOCK"
"400","PlayerIDNamePlate_477","$NAMEPLATE_GRADIENT",,"eUnlockItemId_NAMEPLATE_GRADIENT",,"$NAMEPLATE_SEASON_LOCK"
"401","PlayerIDNamePlate_478","$NAMEPLATE_PALMER",,"eUnlockItemId_NAMEPLATE_PALMER",,"$NAMEPLATE_SEASON_LOCK"
"402","PlayerIDNamePlate_479","$NAMEPLATE_STRIKE",,"eUnlockItemId_NAMEPLATE_STRIKE",,"$NAMEPLATE_SEASON_LOCK"
"403","PlayerIDNamePlate_480","$NAMEPLATE_ASSAULT",,"eUnlockItemId_NAMEPLATE_ASSAULT",,"$NAMEPLATE_SEASON_LOCK"
"404","PlayerIDNamePlate_481","$NAMEPLATE_WREQUIEM",,"eUnlockItemId_NAMEPLATE_WREQUIEM",,"$NAMEPLATE_SEASON_LOCK"
"405","PlayerIDNamePlate_482","$NAMEPLATE_SUPERCOMBINE",,"eUnlockItemId_NAMEPLATE_SUPERCOMBINE",,"$NAMEPLATE_SEASON_LOCK"
"406","PlayerIDNamePlate_483","$NAMEPLATE_MR_LEET",,"eUnlockItemId_NAMEPLATE_MR_LEET",,"$NAMEPLATE_SEASON_LOCK"
"407","PlayerIDNamePlate_484","$NAMEPLATE_MANDIBLE",,"eUnlockItemId_NAMEPLATE_MANDIBLE",,"$NAMEPLATE_SEASON_LOCK"
"408","PlayerIDNamePlate_485","$NAMEPLATE_MARK_OF_LEGENDS",,"eUnlockItemId_NAMEPLATE_MARK_OF_LEGENDS",,"$NAMEPLATE_SEASON_LOCK"
"409","PlayerIDNamePlate_486","$NAMEPLATE_GREEN_SHIFT",,"eUnlockItemId_NAMEPLATE_GREEN_SHIFT",,"$NAMEPLATE_SEASON_LOCK"
"410","PlayerIDNamePlate_487","$NAMEPLATE_RED_SHIFT",,"eUnlockItemId_NAMEPLATE_RED_SHIFT",,"$NAMEPLATE_SEASON_LOCK"
"411","PlayerIDNamePlate_488","$NAMEPLATE_BLUE_SHIFT",,"eUnlockItemId_NAMEPLATE_BLUE_SHIFT",,"$NAMEPLATE_SEASON_LOCK"
"412","PlayerIDNamePlate_489","$NAMEPLATE_ICONS",,"eUnlockItemId_NAMEPLATE_ICONS",,"$NAMEPLATE_SEASON_LOCK"
"413","PlayerIDNamePlate_490","$NAMEPLATE_UNLIKELY_ALLIES",,"eUnlockItemId_NAMEPLATE_UNLIKELY_ALLIES",,"$NAMEPLATE_SEASON_LOCK"
"414","PlayerIDNamePlate_491","$NAMEPLATE_SPEAKING_TRUTH",,"eUnlockItemId_NAMEPLATE_SPEAKING_TRUTH",,"$NAMEPLATE_SEASON_LOCK"
"415","PlayerIDNamePlate_492","$NAMEPLATE_HEAT_OF_BATTLE",,"eUnlockItemId_NAMEPLATE_HEAT_OF_BATTLE",,"$NAMEPLATE_SEASON_LOCK"
"416","PlayerIDNamePlate_493","$NAMEPLATE_REVOLUTION",,"eUnlockItemId_NAMEPLATE_REVOLUTION",,"$NAMEPLATE_SEASON_LOCK"
"417","PlayerIDNamePlate_494","$NAMEPLATE_SOS",,"eUnlockItemId_NAMEPLATE_SOS",,"$NAMEPLATE_SEASON_LOCK"
"418","PlayerIDNamePlate_495","$NAMEPLATE_VICTORY_SPARKS",,"eUnlockItemId_NAMEPLATE_VICTORY_SPARKS",,"$NAMEPLATE_GRANTED_LOCK"
"419","PlayerIDNamePlate_496","$NAMEPLATE_343_FLAG",,"eUnlockItemId_NAMEPLATE_343_FLAG",,"$NAMEPLATE_343_LOCK"
"420","PlayerIDNamePlate_497","$NAMEPLATE_FRONK_FLAG",,"eUnlockItemId_NAMEPLATE_FRONK_FLAG",,"$NAMEPLATE_GRANTED_LOCK"
"421","PlayerIDNamePlate_521","$NAMEPLATE_HISPANICHERITAGE2021",,"eUnlockItemId_NAMEPLATE_HISPANICHERITAGE2021",,"$NAMEPLATE_GRANTED_LOCK"
"422","PlayerIDNamePlate_498","$NAMEPLATE_CHAINBIND",,"eUnlockItemId_NAMEPLATE_CHAINBIND",,"$NAMEPLATE_SEASON_LOCK"
"423","PlayerIDNamePlate_499","$NAMEPLATE_SCALEBIND",,"eUnlockItemId_NAMEPLATE_SCALEBIND",,"$NAMEPLATE_SEASON_LOCK"
"424","PlayerIDNamePlate_500","$NAMEPLATE_LATTICEBIND",,"eUnlockItemId_NAMEPLATE_LATTICEBIND",,"$NAMEPLATE_SEASON_LOCK"
"425","PlayerIDNamePlate_501","$NAMEPLATE_ARCHITECTS",,"eUnlockItemId_NAMEPLATE_ARCHITECTS",,"$NAMEPLATE_SEASON_LOCK"
"426","PlayerIDNamePlate_502","$NAMEPLATE_ETERNAL_EYES",,"eUnlockItemId_NAMEPLATE_ETERNAL_EYES",,"$NAMEPLATE_SEASON_LOCK"
"427","PlayerIDNamePlate_503","$NAMEPLATE_APOCRYPHAL",,"eUnlockItemId_NAMEPLATE_APOCRYPHAL",,"$NAMEPLATE_SEASON_LOCK"
"428","PlayerIDNamePlate_504","$NAMEPLATE_SHIELDED",,"eUnlockItemId_NAMEPLATE_SHIELDED",,"$NAMEPLATE_SEASON_LOCK"
"429","PlayerIDNamePlate_505","$NAMEPLATE_LEO",,"eUnlockItemId_NAMEPLATE_LEO",,"$NAMEPLATE_SEASON_LOCK"
"430","PlayerIDNamePlate_506","$NAMEPLATE_YESTERDAYS_EDGE",,"eUnlockItemId_NAMEPLATE_YESTERDAYS_EDGE",,"$NAMEPLATE_SEASON_LOCK"
"431","PlayerIDNamePlate_507","$NAMEPLATE_TOMORROWS_POINT",,"eUnlockItemId_NAMEPLATE_TOMORROWS_POINT",,"$NAMEPLATE_SEASON_LOCK"
"432","PlayerIDNamePlate_508","$NAMEPLATE_LONGSHIP",,"eUnlockItemId_NAMEPLATE_LONGSHIP",,"$NAMEPLATE_SEASON_LOCK"
"433","PlayerIDNamePlate_509","$NAMEPLATE_FIELD_OF_GLORY",,"eUnlockItemId_NAMEPLATE_FIELD_OF_GLORY",,"$NAMEPLATE_SEASON_LOCK"
"434","PlayerIDNamePlate_510","$NAMEPLATE_REAVING_EVOLVED",,"eUnlockItemId_NAMEPLATE_REAVING_EVOLVED",,"$NAMEPLATE_SEASON_LOCK"
"435","PlayerIDNamePlate_511","$NAMEPLATE_MORE_THAN_SORROW",,"eUnlockItemId_NAMEPLATE_MORE_THAN_SORROW",,"$NAMEPLATE_SEASON_LOCK"
"436","PlayerIDNamePlate_512","$NAMEPLATE_BRAVE_AND_TRUE",,"eUnlockItemId_NAMEPLATE_BRAVE_AND_TRUE",,"$NAMEPLATE_SEASON_LOCK"
"437","PlayerIDNamePlate_513","$NAMEPLATE_POINTED_QUESTION",,"eUnlockItemId_NAMEPLATE_POINTED_QUESTION",,"$NAMEPLATE_SEASON_LOCK"
"438","PlayerIDNamePlate_514","$NAMEPLATE_CHRONO_HAMMER",,"eUnlockItemId_NAMEPLATE_CHRONO_HAMMER",,"$NAMEPLATE_SEASON_LOCK"
"439","PlayerIDNamePlate_515","$NAMEPLATE_SHIELD_TO_SHIELD",,"eUnlockItemId_NAMEPLATE_SHIELD_TO_SHIELD",,"$NAMEPLATE_SEASON_LOCK"
"440","PlayerIDNamePlate_516","$NAMEPLATE_EMPIRES_EMBERS",,"eUnlockItemId_NAMEPLATE_EMPIRES_EMBERS",,"$NAMEPLATE_SEASON_LOCK"
"441","PlayerIDNamePlate_517","$NAMEPLATE_SUBANESE_DREAM",,"eUnlockItemId_NAMEPLATE_SUBANESE_DREAM",,"$NAMEPLATE_SEASON_LOCK"
"442","PlayerIDNamePlate_518","$NAMEPLATE_TRISTAR_FIRE",,"eUnlockItemId_NAMEPLATE_TRISTAR_FIRE",,"$NAMEPLATE_SEASON_LOCK"
"443","PlayerIDNamePlate_519","$NAMEPLATE_WILD_HOG",,"eUnlockItemId_NAMEPLATE_WILD_HOG",,"$NAMEPLATE_GRANTED_LOCK"
"444","PlayerIDNamePlate_520","$NAMEPLATE_GLOBE_TROTTER",,"eUnlockItemId_NAMEPLATE_GLOBE_TROTTER",,"$NAMEPLATE_GRANTED_LOCK"
"445","PlayerIDNamePlate_524","$NAMEPLATE_OVERKILL",,"eUnlockItemId_NAMEPLATE_OVERKILL",,"$NAMEPLATE_GRANTED_LOCK"
"446","PlayerIDNamePlate_527","$NAMEPLATE_SPARTAN_1337",,"eUnlockItemId_NAMEPLATE_SPARTAN_1337",,"$NAMEPLATE_GRANTED_LOCK"
"447","PlayerIDNamePlate_526","$NAMEPLATE_SNOWBOUND",,"eUnlockItemId_NAMEPLATE_SNOWBOUND",,"$NAMEPLATE_GRANTED_LOCK"
"448","PlayerIDNamePlate_525","$NAMEPLATE_FOWL_PLAY",,"eUnlockItemId_NAMEPLATE_FOWL_PLAY",,"$NAMEPLATE_GRANTED_LOCK"
"449","PlayerIDNamePlate_522","$NAMEPLATE_HAPPY_HALLOWEEN",,"eUnlockItemId_NAMEPLATE_HAPPY_HALLOWEEN",,"$NAMEPLATE_GRANTED_LOCK"
"450","PlayerIDNamePlate_523","$NAMEPLATE_NERD_BIRD",,"eUnlockItemId_NAMEPLATE_NERD_BIRD",,"$NAMEPLATE_GRANTED_LOCK"
"451","PlayerIDNamePlate_528","$NAMEPLATE_CHILLGRILL",,"eUnlockItemId_NAMEPLATE_CHILLGRILL",,"$NAMEPLATE_GRANTED_LOCK"
"452","PlayerIDNamePlate_529","$NAMEPLATE_STYLE",,"eUnlockItemId_NAMEPLATE_STYLE",,"$NAMEPLATE_GRANTED_LOCK"
"453","PlayerIDNamePlate_530","$NAMEPLATE_SERIESX",,"eUnlockItemId_NAMEPLATE_SERIESX",,"$NAMEPLATE_GRANTED_LOCK"
"454","PlayerIDNamePlate_531","$NAMEPLATE_SERIESS",,"eUnlockItemId_NAMEPLATE_SERIESS",,"$NAMEPLATE_GRANTED_LOCK"
"455","PlayerIDNamePlate_532","$NAMEPLATE_XBOXORIGIN",,"eUnlockItemId_NAMEPLATE_XBOXORIGIN",,"$NAMEPLATE_GRANTED_LOCK"
"456","PlayerIDNamePlate_533","$NAMEPLATE_HALOXBOX",,"eUnlockItemId_NAMEPLATE_HALOXBOX",,"$NAMEPLATE_GRANTED_LOCK"
"457","PlayerIDNamePlate_534","$NAMEPLATE_DASHBOARD",,"eUnlockItemId_NAMEPLATE_DASHBOARD",,"$NAMEPLATE_GRANTED_LOCK"
"459","PlayerIDNamePlate_535","$NAMEPLATE_HALO360",,"eUnlockItemId_NAMEPLATE_HALO360",,"$NAMEPLATE_GRANTED_LOCK"
